series_title,released_year,certificate,certificate_age,a,b,c,d,e,f,g,h,i,overview,runtime,IMDB_Rating,Meta_score,Director,Star1,Star2,Star3,Star4,L1,a1,b1,L2,a2,b2,L3,a3,b3,R1,G1,B1,R2,G2,B2,R3,G3,B3,H1,S1,V1,H2,S2,V2,H3,S3,V3,black,white,red,orange,yellow,green,blue,purple,colorname1,colorname2,colorname3,hex1,hex2,hex3,file_name,dominant_color_file,agent,american,army,assassin,battle,boy,child,city,crime,daughter,day,dead,death,detective,discovers,drug,falls,family,father,fight,film,forced,friend,future,german,girl,home,killer,lawyer,leads,life,lives,love,missing,mother,murder,mysterious,officer,past,people,police,relationship,save,school,search,secret,series,son,story,team,time,town,violent,war,wife,woman,world,york,discover,fall,lead,live,couple,event,force,french,gang,struggle,track,band,black,british,children,criminal,free,gangster,indian,journey,king,rich,capture,christmas,escape,insane,robbery,classroom,community,conflict,destruction,guard,lord,medieval,prisoner,accident,evil,princess,race,soldier,aging,delivery,game,legendary,night,universe,sum_keyword,cv_L1,cv_a1,cv_b1,cv_L2,cv_a2,cv_b2,cv_L3,cv_a3,cv_b3,genre
"Shin seiki Evangelion Gekij√¥-ban: Air/Magokoro wo, kimi ni",1997,保護級,6,0,1,1,0,0,0,0,0,1,Concurrent theatrical ending of the TV series Shin seiki evangerion (1995).,117,8.1,,Hideaki Anno,Kazuya Tsurumaki,Megumi Ogata,Megumi Hayashibara,Y√ªko Miyamura,46.49169094,28.97470539,-19.97236029,95.95469863,0.993117596,1.436106148,5.632800097,9.436072019,-13.35825594,0.569122452,0.359607115,0.566527361,0.965786873,0.951489887,0.943450098,0.09662001,0.053146589,0.142880393,0.835397694,0.368137536,0.569122452,0.059989181,0.023128058,0.965786873,0.747411824,0.628034415,0.142880393,1,1,0,0,0,0,0,1,purple,white,black,#915C90,#F6F3F1,#190E24,poster247.jpg,poster247_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,118.5538119,156.9747054,108.0276397,244.6844815,128.9931176,129.4361061,14.36364025,137.436072,114.6417441,"熱血, 劇情, 動畫"
Lagaan: Once Upon a Time in India,2001,普遍級,0,0,1,1,0,0,0,1,0,0,The people of a small village in Victorian India stake their future on a game of cricket against their ruthless British rulers.,145,8.1,84,Ashutosh Gowariker,Aamir Khan,Raghuvir Yadav,Gracy Singh,Rachel Shelley,63.22086259,29.63021676,63.56551278,79.57730301,12.49138525,62.56305996,31.84204223,27.98429319,39.03490401,0.854717318,0.512540061,0.111266524,0.950132116,0.73410847,0.291685325,0.476538783,0.214259278,0.03818242,0.08995743,0.869820674,0.854717318,0.11198656,0.693005509,0.950132116,0.066945858,0.919875525,0.476538783,0,0,0,3,0,0,0,0,orange,orange,orange,#DA831C,#F2BB4A,#7A370A,poster248.jpg,poster248_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,161.2131996,157.6302168,191.5655128,202.9221227,140.4913853,190.56306,81.19720768,155.9842932,167.034904,"熱血, 劇情, 音樂"
The Sixth Sense,1999,輔導級,12,0,0,1,0,0,1,0,0,0,A boy who communicates with spirits seeks the help of a disheartened child psychologist.,120,8.1,64,M. Night Shyamalan,Bruce Willis,Haley Joel Osment,Toni Collette,Olivia Williams,2.578138325,-0.410090147,-1.770520323,71.2005504,13.49122807,42.98245614,24.96099515,8.306451613,10.51612903,0.026819195,0.038564969,0.052499315,0.841984204,0.644203028,0.373198642,0.294501174,0.213348331,0.17145249,0.590435364,0.489151525,0.052499315,0.096349805,0.556762894,0.841984204,0.056746972,0.417820691,0.294501174,1,0,0,2,0,0,0,0,black,orange,orange,#070A0D,#D7A45F,#4B362C,poster249.jpg,poster249_color.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6.574252728,127.5899099,126.2294797,181.5614035,141.4912281,170.9824561,63.65053763,136.3064516,138.516129,"劇情, 黑暗"
La leggenda del pianista sull'oceano,1998,普遍級,0,1,0,1,0,0,0,1,0,0,"A baby boy, discovered in 1900 on an ocean liner, grows into a musical prodigy, never setting foot on land.",89,8.1,58,Giuseppe Tornatore,Tim Roth,Pruitt Taylor Vince,M√©lanie Thierry,Bill Nunn,38.30256533,-0.719491729,-34.83888756,13.39977852,-5.03986711,-7.210963455,72.4831053,12.37521222,-11.91341256,0.202792057,0.362294192,0.575614729,0.081667382,0.144018165,0.173366084,0.756827843,0.66877753,0.784000933,0.595362824,0.647694809,0.575614729,0.553341211,0.528931034,0.173366084,0.794028399,0.146968451,0.784000933,2,0,0,0,0,0,1,0,blue,black,black,#345C93,#15252C,#C1ABC8,poster250.jpg,poster250_color.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,97.6715416,127.2805083,93.16111244,34.16943522,122.9601329,120.7890365,184.8319185,140.3752122,116.0865874,"歡樂, 劇情, 音樂"
The Truman Show,1998,普遍級,0,1,0,1,0,0,0,0,0,0,An insurance salesman discovers his whole life is actually a reality TV show.,128,8.1,90,Peter Weir,Jim Carrey,Ed Harris,Laura Linney,Noah Emmerich,16.68174962,-3.424219345,-3.206397563,81.3446417,0.735280482,-3.052387575,46.99460042,1.636567583,0.548513741,0.132961027,0.167928352,0.178994003,0.790064068,0.791144785,0.814768789,0.449138896,0.433198519,0.433453962,0.540064218,0.25717608,0.178994003,0.659375773,0.030321143,0.814768789,0.997329183,0.035490974,0.449138896,3,0,0,0,0,0,0,0,black,black,black,#222B2E,#C9CAD0,#736E6F,poster251.jpg,poster251_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42.53846154,124.5757807,124.7936024,207.4288363,128.7352805,124.9476124,119.8362311,129.6365676,128.5485137,"歡樂, 劇情"
"Crna macka, beli macor",1998,限制級,18,1,0,0,0,0,1,0,0,0,Matko and his son Zare live on the banks of the Danube river and get by through hustling and basically doing anything to make a living. In order to pay off a business debt Matko agrees to marry off Zare to the sister of a local gangster.,125,8.1,73,Emir Kusturica,Bajram Severdzan,Srdjan 'Zika' Todorovic,Branka Katic,Florijan Ajdini,57.26736024,11.88762447,35.70080607,82.90529992,2.88560286,24.74683133,26.33986928,11.73043478,19.14130435,0.669382044,0.506074336,0.29274054,0.882053145,0.798601017,0.626986694,0.332917422,0.216241202,0.13124996,0.094401791,0.562670462,0.669382044,0.112137002,0.289173563,0.882053145,0.070240419,0.605758211,0.332917422,0,0,0,3,0,0,0,0,orange,orange,orange,#AB814B,#E1CCA0,#553721,poster252.jpg,poster252_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,146.0317686,139.8876245,163.7008061,211.4085148,130.8856029,152.7468313,67.16666667,139.7304348,147.1413043,"歡樂, 黑暗"
The Big Lebowski,1998,限制級,18,1,1,0,0,0,1,0,0,0,"Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.",127,8.1,71,Joel Coen,Ethan Coen,Jeff Bridges,John Goodman,Julianne Moore,83.73207422,-2.418292293,24.17652702,19.06275364,8.990196078,19.5751634,58.90659636,3.352241174,35.98611662,0.852861294,0.820506323,0.638647336,0.250660806,0.160711293,0.068855296,0.636640257,0.543586038,0.303142373,0.14149326,0.251170923,0.852861294,0.084207199,0.725304897,0.250660806,0.120162514,0.523840395,0.636640257,0,0,0,2,1,0,0,0,yellow,orange,orange,#D9D1A3,#402912,#A28B4D,poster253.jpg,poster253_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.5167893,125.5817077,152.176527,48.61002179,136.9901961,147.5751634,150.2118207,131.3522412,163.9861166,"歡樂, 熱血, 黑暗"
Fa yeung nin wah,2000,普遍級,0,1,0,1,0,0,0,0,0,0,"Two neighbors, a woman and a man, form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs.",133,8.1,85,Kar-Wai Wong,Tony Chiu-Wai Leung,Maggie Cheung,Ping Lam Siu,Tung Cho 'Joe' Cheung,46.71691176,46.89414063,34.71210938,78.40561343,18.42827115,32.6263794,5.975776901,8.126010461,2.692819781,0.732832313,0.278809538,0.21769627,0.943978326,0.707999376,0.525839702,0.121144412,0.057027844,0.058601276,0.019772533,0.702938495,0.732832313,0.07260737,0.442953628,0.943978326,0.99590997,0.52925733,0.121144412,1,0,1,1,0,0,0,0,red,orange,black,#BB4738,#F1B586,#1F0F0F,poster254.jpg,poster254_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119.128125,174.8941406,162.7121094,199.9343142,146.4282712,160.6263794,15.2382311,136.1260105,130.6928198,"歡樂, 劇情"
Trainspotting,1996,輔導級,12,0,0,1,0,0,0,0,0,0,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",171,8.1,83,Danny Boyle,Ewan McGregor,Ewen Bremner,Jonny Lee Miller,Kevin McKidd,13.11882756,2.166666667,-0.945668135,79.18599684,2.979847495,4.955337691,46.23096269,6.839964371,6.972090261,0.142682827,0.128640369,0.137835029,0.802964145,0.760938725,0.733365526,0.487256783,0.413032139,0.384910571,0.89087072,0.098417296,0.142682827,0.066029086,0.086677119,0.802964145,0.045794836,0.210045741,0.487256783,2,0,1,0,0,0,0,0,black,black,red,#242123,#CDC2BB,#7C6962,poster255.jpg,poster255_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33.45301028,130.1666667,127.0543319,201.9242919,130.9798475,132.9553377,117.8889549,134.8399644,134.9720903,劇情
Fargo,1996,輔導級,12,0,0,1,0,0,1,0,0,0,Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,102,8.1,85,Joel Coen,Ethan Coen,William H. Macy,Frances McDormand,Steve Buscemi,91.80858281,4.667689732,2.926060268,35.75277224,21.10540788,10.91109074,66.09056314,16.90375463,10.74669487,0.950830997,0.895562597,0.886555691,0.466173905,0.275968414,0.2656498,0.764659481,0.585672675,0.557689984,0.023355019,0.067599086,0.950830997,0.00857637,0.430148712,0.466173905,0.022533668,0.270668843,0.764659481,0,1,2,0,0,0,0,0,white,red,red,#F2E4E2,#774644,#C3958E,poster256.jpg,poster256_color.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,234.1118862,132.6676897,130.9260603,91.1695692,149.1054079,138.9110907,168.530936,144.9037546,138.7466949,"劇情, 黑暗"
Underground,1995,輔導級,12,1,0,1,1,0,0,0,0,0,"A group of Serbian socialists prepares for the war in a surreal underground filled by parties, tragedies, love and hate.",99,8.1,,Emir Kusturica,Predrag 'Miki' Manojlovic,Lazar Ristovski,Mirjana Jokovic,Slavko Stimac,12.98267095,6.52905464,-6.555073721,29.85264069,9.005312628,1.162648141,60.94949495,5.590909091,24.73939394,0.154078087,0.119711988,0.167492792,0.331016197,0.256096074,0.269996749,0.659033259,0.560165682,0.405396162,0.786540815,0.285270807,0.167492792,0.969076677,0.226333707,0.331016197,0.101700107,0.384862362,0.659033259,1,0,1,1,0,0,0,0,black,red,orange,#271F2B,#544145,#A88F67,poster257.jpg,poster257_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33.10581093,134.5290546,121.4449263,76.12423376,137.0053126,129.1626481,155.4212121,133.5909091,152.7393939,"歡樂, 劇情, 西部與戰爭"
La haine,1995,保護級,6,0,0,1,0,0,1,0,0,0,24 hours in the lives of three young men in the French suburbs the day after a violent riot.,101,8.1,,Mathieu Kassovitz,Vincent Cassel,Hubert Kound√©,Sa√Ød Taghmaoui,Abdel Ahmed Ghili,2.195871765,0.08917286,0.148755849,80.08084557,1.432878738,1.483294994,32.39595197,15.21303183,11.43018879,0.032804425,0.031094323,0.029993155,0.793161867,0.77494942,0.768018876,0.402643358,0.26194083,0.231317403,0.06528295,0.08569789,0.032804425,0.045940861,0.031699697,0.793161867,0.029790609,0.425502996,0.402643358,2,0,1,0,0,0,0,0,black,black,red,#080808,#CAC6C4,#67433B,poster258.jpg,poster258_color.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5.599473,128.0891729,128.1487558,204.2061562,129.4328787,129.483295,82.60967752,143.2130318,139.4301888,"劇情, 黑暗"
Dilwale Dulhania Le Jayenge,1995,普遍級,0,1,0,1,0,0,0,0,0,0,"When Raj meets Simran in Europe, it isn't love at first sight but when Simran moves to India for an arranged marriage, love makes its presence felt.",170,8.1,,Aditya Chopra,Shah Rukh Khan,Kajol,Amrish Puri,Farida Jalal,84.74091769,4.129949239,24.42741117,32.68117658,-0.084518379,-21.10517843,60.78939019,27.28694714,30.61650485,0.910806849,0.815585693,0.648988119,0.234579844,0.30542319,0.431672389,0.791416498,0.498081683,0.368584687,0.106051474,0.287458016,0.910806849,0.60675966,0.456578994,0.431672389,0.05104354,0.534272172,0.791416498,0,0,1,1,0,0,1,0,orange,blue,red,#E8D0A5,#3C4E6E,#CA7F5E,poster259.jpg,poster259_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,216.0893401,132.1299492,152.4274112,83.33700027,127.9154816,106.8948216,155.012945,155.2869471,158.6165049,"歡樂, 劇情"
Before Sunrise,1995,限制級,18,1,0,1,0,0,0,0,0,0,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",189,8.1,77,Richard Linklater,Ethan Hawke,Julie Delpy,Andrea Eckert,Hanno P√∂schl,70.63629442,13.21410759,18.35482722,10.00563365,15.41625788,9.467414156,47.89980829,19.36663808,17.76972556,0.803587531,0.641874915,0.549394967,0.189327738,0.070821981,0.054629367,0.591874443,0.395290051,0.332344188,0.060636411,0.316322185,0.803587531,0.020035647,0.711456084,0.189327738,0.040422945,0.4384887,0.591874443,0,0,2,1,0,0,0,0,orange,red,red,#CDA48C,#30120E,#976555,poster260.jpg,poster260_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,180.1225508,141.2141076,146.3548272,25.5143658,143.4162579,137.4674142,122.1445111,147.3666381,145.7697256,"歡樂, 劇情"
Trois couleurs: Rouge,1994,普遍級,0,1,0,1,0,0,1,0,0,0,A model discovers a retired judge is keen on invading people's privacy.,98,8.1,100,Krzysztof Kieslowski,Ir√®ne Jacob,Jean-Louis Trintignant,Fr√©d√©rique Feder,Jean-Pierre Lorit,36.56364612,54.87297599,42.84729202,3.212124356,7.749559083,3.324514991,72.18534341,22.8198324,16.88268156,0.652245422,0.102092419,0.077473669,0.102627713,0.020912789,0.015743329,0.878785021,0.63144414,0.578088139,0.007138703,0.881220065,0.652245422,0.009916358,0.846597683,0.102627713,0.029573525,0.342173427,0.878785021,1,0,2,0,0,0,0,0,red,black,red,#A61A14,#1A0504,#E0A193,poster261.jpg,poster261_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,93.2372976,182.872976,170.847292,8.190917108,135.7495591,131.324515,184.0726257,150.8198324,144.8826816,"歡樂, 劇情, 黑暗"
Chung Hing sam lam,1994,普遍級,0,1,0,1,0,0,1,0,0,0,"Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal server at a late-night restaurant he frequents.",93,8.1,77,Kar-Wai Wong,Brigitte Lin,Takeshi Kaneshiro,Tony Chiu-Wai Leung,Faye Wong,73.87813872,11.59820896,30.17253731,16.68151501,5.18501842,6.304543594,45.16884532,22.68464052,22.85825163,0.846260343,0.678796856,0.496038356,0.199074912,0.150669284,0.127185799,0.585579404,0.358544484,0.274292435,0.086972695,0.413846625,0.846260343,0.054443768,0.361115885,0.199074912,0.045109528,0.531587974,0.585579404,0,0,2,1,0,0,0,0,orange,red,red,#D8AD7E,#332620,#955B46,poster262.jpg,poster262_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,188.3892537,139.598209,158.1725373,42.53786328,133.1850184,134.3045436,115.1805556,150.6846405,150.8582516,"歡樂, 劇情, 黑暗"
Jurassic Park,1993,保護級,6,0,1,0,0,0,0,0,1,0,A pragmatic paleontologist visiting an almost complete theme park is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.,98,8.1,68,Steven Spielberg,Sam Neill,Laura Dern,Jeff Goldblum,Richard Attenborough,1.366683091,1.067012365,0.639609095,35.50408631,14.60543657,12.54695222,75.0551108,2.674556213,9.408284024,0.032397874,0.016059725,0.013638529,0.43179494,0.291794139,0.251723533,0.765454089,0.716603149,0.65715511,0.021511021,0.579030124,0.032397874,0.0370877,0.417029915,0.43179494,0.091487534,0.141483311,0.765454089,2,0,1,0,0,0,0,0,black,red,black,#080403,#6E4A40,#C3B7A8,poster263.jpg,poster263_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.485041883,129.0670124,128.6396091,90.5354201,142.6054366,140.5469522,191.3905325,130.6745562,137.408284,"熱血, 奇幻"
In the Name of the Father,1993,保護級,6,0,0,1,0,1,1,0,0,0,A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.,87,8.1,84,Jim Sheridan,Daniel Day-Lewis,Pete Postlethwaite,Alison Crosbie,Philip King,61.85347771,26.64079602,20.93930348,5.299958281,3.651347518,2.102978723,30.60306637,16.93123772,8.801571709,0.789670372,0.512187511,0.446589467,0.094893895,0.060474916,0.054635631,0.390650783,0.241402583,0.232015419,0.03186714,0.434460906,0.789670372,0.024174271,0.424245037,0.094893895,0.009862412,0.406079729,0.390650783,1,0,2,0,0,0,0,0,red,black,red,#C98372,#180F0E,#643E3B,poster264.jpg,poster264_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,157.7263682,154.640796,148.9393035,13.51489362,131.6513475,130.1029787,78.03781925,144.9312377,136.8015717,"劇情, 傳記與歷史, 黑暗"
Ba wang bie ji,1993,限制級,18,1,0,1,0,0,0,1,0,0,Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and will endure some of the most troublesome times in China's history.,103,8.1,,Kaige Chen,Leslie Cheung,Fengyi Zhang,Gong Li,You Ge,20.37823413,22.26035503,-27.69526627,90.47182846,-0.523395598,1.147771407,64.72498866,7.896467722,-14.1181486,0.251602712,0.144200367,0.354616262,0.891746722,0.893878839,0.884071281,0.635914378,0.599522842,0.715223495,0.751738143,0.593362227,0.354616262,0.202899216,0.01097191,0.893878839,0.719088635,0.161768529,0.715223495,1,1,0,0,0,0,0,1,purple,white,black,#40255A,#E3E4E1,#A299B6,poster265.jpg,poster265_color.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,51.96449704,150.260355,100.3047337,230.7031626,127.4766044,129.1477714,165.0487211,135.8964677,113.8818514,"歡樂, 劇情, 音樂"
D√† h√≥ng denglong gaogao gu√†,1991,保護級,6,1,0,1,0,1,0,0,0,0,"A young woman becomes the fourth wife of a wealthy lord, and must learn to live with the strict rules and tensions within the household.",117,8.1,,Yimou Zhang,Gong Li,Jingwu Ma,Saifei He,Cuifen Cao,23.02611306,14.37306917,11.19442579,50.77404829,13.76990761,17.97888253,82.06724819,6.584030418,31.98707224,0.306813989,0.181446208,0.152720861,0.591169329,0.438601568,0.35656258,0.908913709,0.77931809,0.564800919,0.031069249,0.502236318,0.306813989,0.058281208,0.396852031,0.591169329,0.103898672,0.378597865,0.908913709,0,0,1,2,0,0,0,0,red,orange,orange,#4E2E27,#97705B,#E8C790,poster266.jpg,poster266_color.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,58.71658831,142.3730692,139.1944258,129.4738231,141.7699076,145.9788825,209.2714829,134.5840304,159.9870722,"歡樂, 劇情, 傳記與歷史"
